wavenumber,transmittance
3824.1492,100.106522
3822.2207,99.701828
3820.2923,100.025864
3818.3638,100.179283
3816.4353,100.026535
3814.5069,99.920776
3812.5784,100.033691
3810.6499,99.825470
3808.7215,99.644379
3806.7930,100.002411
3804.8645,100.016747
3802.9361,100.082077
3801.0076,100.199593
3799.0791,99.831345
3797.1507,100.041885
3795.2222,100.450989
3793.2937,100.651031
3791.3653,100.577332
3789.4368,100.349617
3787.5083,100.376640
3785.5799,100.471375
3783.6514,100.406105
3781.7229,100.227425
3779.7945,100.046333
3777.8660,100.269592
3775.9375,100.554375
3774.0091,100.204308
3772.0806,99.796516
3770.1521,99.866417
3768.2237,99.810860
3766.2952,99.789833
3764.3667,99.868736
3762.4383,99.681412
3760.5098,99.609253
3758.5813,99.648468
3756.6529,99.584099
3754.7244,99.698746
3752.7959,100.213295
3750.8675,100.209328
3748.9390,99.995270
3747.0105,99.768364
3745.0821,99.653336
3743.1536,99.854874
3741.2251,100.023544
3739.2967,100.036140
3737.3682,99.740120
3735.4397,99.834106
3733.5113,99.943054
3731.5828,100.199173
3729.6543,100.007271
3727.7259,99.364571
3725.7974,99.008469
3723.8689,99.244019
3721.9405,99.406250
3720.0120,99.341515
3718.0835,99.733215
3716.1551,99.583603
3714.2266,99.212288
3712.2981,99.222221
3710.3697,99.368996
3708.4412,99.717392
3706.5127,99.939880
3704.5843,100.133362
3702.6558,100.119133
3700.7273,99.824905
3698.7989,99.589104
3696.8704,99.679832
3694.9419,99.836349
3693.0135,100.192657
3691.0850,100.659157
3689.1565,100.775047
3687.2281,100.269646
3685.2996,99.997795
3683.3711,99.839462
3681.4427,99.570580
3679.5142,99.788162
3677.5857,99.905937
3675.6573,99.740273
3673.7288,99.725983
3671.8003,100.035568
3669.8719,100.276619
3667.9434,100.414742
3666.0149,100.533508
3664.0865,100.523727
3662.1580,100.233948
3660.2295,100.148399
3658.3011,100.115730
3656.3726,100.083397
3654.4441,99.978455
3652.5157,100.087692
3650.5872,99.947632
3648.6587,100.023773
3646.7303,100.143066
3644.8018,100.142975
3642.8733,99.997406
3640.9449,99.704704
3639.0164,99.879112
3637.0879,99.688110
3635.1595,99.245079
3633.2310,99.746597
3631.3025,99.625320
3629.3741,99.428688
3627.4456,99.535370
3625.5171,99.502174
3623.5887,99.637779
3621.6602,99.590561
3619.7317,99.528847
3617.8033,99.690285
3615.8748,99.789894
3613.9463,99.829483
3612.0179,99.737640
3610.0894,99.278976
3608.1609,99.160500
3606.2325,99.282318
3604.3040,99.501213
3602.3755,99.550720
3600.4471,99.471436
3598.5186,99.737389
3596.5901,99.856270
3594.6617,99.358856
3592.7332,99.118942
3590.8047,99.348480
3588.8763,99.566254
3586.9478,99.697632
3585.0193,99.644157
3583.0909,99.464035
3581.1624,99.390602
3579.2339,99.534561
3577.3055,99.999519
3575.3770,100.429848
3573.4485,100.333145
3571.5201,100.250328
3569.5916,100.381210
3567.6631,100.388771
3565.7347,100.270340
3563.8062,99.795410
3561.8777,99.584831
3559.9493,99.685722
3558.0208,100.113846
3556.0923,100.088379
3554.1639,99.910309
3552.2354,99.935043
3550.3069,99.888542
3548.3785,99.766624
3546.4500,99.784164
3544.5215,99.805969
3542.5931,99.623032
3540.6646,99.397507
3538.7361,99.567719
3536.8077,99.642731
3534.8792,99.648254
3532.9507,99.525490
3531.0223,99.700897
3529.0938,99.654152
3527.1653,99.253342
3525.2369,99.294922
3523.3084,99.672302
3521.3800,99.282593
3519.4515,98.905998
3517.5230,98.385292
3515.5946,98.171814
3513.6661,98.343399
3511.7376,98.219353
3509.8092,98.156548
3507.8807,98.355659
3505.9522,98.244934
3504.0238,97.825859
3502.0953,97.773605
3500.1668,97.734505
3498.2384,97.279099
3496.3099,97.034485
3494.3814,97.028450
3492.4530,96.840126
3490.5245,96.739937
3488.5960,96.633453
3486.6676,96.372169
3484.7391,96.369736
3482.8106,96.308975
3480.8822,96.025818
3478.9537,95.754745
3477.0252,95.802666
3475.0968,95.652229
3473.1683,95.627769
3471.2398,95.786003
3469.3114,95.758148
3467.3829,95.457085
3465.4544,95.260567
3463.5260,95.188347
3461.5975,95.151764
3459.6690,94.879684
3457.7406,94.497200
3455.8121,94.279022
3453.8836,94.281448
3451.9552,94.356178
3450.0267,94.305046
3448.0982,93.966690
3446.1698,93.512581
3444.2413,93.201767
3442.3128,93.036385
3440.3844,92.890961
3438.4559,92.503983
3436.5274,92.180611
3434.5990,92.213234
3432.6705,92.051491
3430.7420,91.696800
3428.8136,91.348763
3426.8851,90.983047
3424.9566,90.637871
3423.0282,90.225006
3421.0997,90.031204
3419.1712,89.784218
3417.2428,89.505127
3415.3143,89.354141
3413.3858,89.247063
3411.4574,89.168938
3409.5289,88.912537
3407.6004,88.752777
3405.6720,88.631592
3403.7435,88.317665
3401.8150,88.105553
3399.8866,87.947342
3397.9581,87.834839
3396.0296,87.641144
3394.1012,87.579773
3392.1727,87.536232
3390.2442,87.404198
3388.3158,87.219887
3386.3873,87.111984
3384.4588,86.973305
3382.5304,86.909569
3380.6019,87.043121
3378.6734,87.071274
3376.7450,86.803078
3374.8165,86.754395
3372.8880,86.593452
3370.9596,86.353523
3369.0311,86.248581
3367.1026,86.246452
3365.1742,86.349564
3363.2457,86.148674
3361.3172,86.078957
